id,hotel_id,v2_common_hotel_id,name,description,room_category_id,thumbnail,max_adults,max_children,created_at,updated_at,size_sqft
79,0,605,King Junior Suite With Sea View - Balcony,,7,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/00a4ba4abb3658cb4f35fc5a85312c7f.jpg,,,2026-08-06 10:08:12,2026-08-06 10:08:12,
80,0,605,2 Bedroom Family Suite with Balcony,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/81aad1ec5db8f2e2ad7cc5f29deb63c2.jpg,,,2026-08-06 10:08:13,2026-08-11 11:33:49,1561
81,0,605,2 Bedroom Family Suite W/ Sea View - Balcony,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/73547dc526e16fe5fdac4b669c290c7b.jpg,,,2026-08-06 10:08:13,2026-08-06 10:08:13,
82,0,605,King Duplex Suite,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/4a7d2aa09e61b5c1c00c2fa2805074e9.jpg,,,2026-08-06 10:08:14,2026-08-06 10:08:14,
83,0,605,King Duplex Suite with Sea View,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/4e6ec2460e264fcd4a5a81c135867a1a.jpg,,,2026-08-06 10:08:14,2026-08-06 10:08:14,
84,0,605,3 Bedroom Family Suite With Balcony,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/81aad1ec5db8f2e2ad7cc5f29deb63c2.jpg,,,2026-08-06 10:08:15,2026-08-11 11:33:49,1894
85,0,605,3 Bedroom Family Suite W/ Sea View - Balcony,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/73547dc526e16fe5fdac4b669c290c7b.jpg,,,2026-08-06 10:08:16,2026-08-06 10:08:16,
86,0,605,4 Bedroom Family Suite With Balcony,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/7229355bbeadf7829881d84f68e37082.jpg,,,2026-08-06 10:08:16,2026-08-11 11:33:50,2820
87,0,605,4 Bedroom Family Suite W/ Sea View - Balcony,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/b35049b5f1bf7b5c96a98af05c36ee80.jpg,,,2026-08-06 10:08:17,2026-08-06 10:08:17,
88,0,606,Two Queens Deluxe Room W/ Partial Sea View,,23,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/03bcb590c60601c2430f1efca11baea1.jpg,,,2026-08-06 10:09:33,2026-08-11 11:34:14,420
89,0,606,King Deluxe Room W/ Partial Sea View,,23,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/347d2e0359c1687b863c18e352ae1692.jpg,,,2026-08-06 10:09:33,2026-08-11 11:34:14,420
90,0,606,Two Queens Deluxe Room W/ Sea View - Balcony,,23,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/2a557da2d363856e59308c2b4d04d8c6.jpg,,,2026-08-06 10:09:34,2026-08-06 10:09:34,
91,0,606,King Deluxe Room W/ Sea View - Balcony,,23,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/61797a87a7928c6fc20d89abac0be4a3.jpg,,,2026-08-06 10:09:35,2026-08-06 10:09:35,
92,0,606,Two Queen Deluxe Room W/ Ain Dubai - Sea View,,23,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/075321d64a139c7e3f66aee826ae34dc.jpg,,,2026-08-06 10:09:35,2026-08-06 10:09:35,
93,0,606,King Deluxe Room W/ Ain Dubai - Sea View,,23,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/855cb06b0f9f4011bea39202a27ff89f.jpg,,,2026-08-06 10:09:36,2026-08-06 10:09:36,
94,0,606,Two Queens Exec Room W/ Sea View - Balcony,,21,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/f776fc511eb931324d6a328dc4f487ec.jpg,,,2026-08-06 10:09:36,2026-08-06 10:09:36,
95,0,606,King Executive Room With Sea View - Balcony,,21,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/04932ad05b35f18d0af94732d1edee70.jpg,,,2026-08-06 10:09:37,2026-08-06 10:09:37,
96,0,606,King One Bedroom Suite W/ Sea View - Balcony,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/796f711dd020cba7e818662ff32dee50.jpg,,,2026-08-06 10:09:38,2026-08-06 10:09:38,
97,0,606,King Corner Suite With Sea View - Balcony,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/d636bdea16e8eb72a53898c7fe81f2e6.jpg,,,2026-08-06 10:09:38,2026-08-06 10:09:38,
98,0,606,King Executive Suite With Sea View,,2,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/4cbaa8a230e93ff0d0743f9662d5fa8c.jpg,,,2026-08-06 10:09:39,2026-08-11 11:34:23,743
99,0,606,King Gulf Suite With Sea View - Balcony,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/04cb36d0f7cab28688cb95b1e35407cf.jpg,,,2026-08-06 10:09:39,2026-08-06 10:09:39,
100,0,606,Two Queens Fam Suite W/ Partial Sea View,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/409c750d92669224011831dfda0f3ec9.jpg,,,2026-08-06 10:09:40,2026-08-11 11:34:25,743
101,0,606,King Royal Suite With Sea View - Balcony,,6,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/0057692a59347ad9c5945fec9794f7d3.jpg,,,2026-08-06 10:09:40,2026-08-06 10:09:40,
103,0,7288,Classic Room,,25,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/51b2573d8ffc6c2d9adbc27c207e71aa.jpg,,,2026-08-06 11:43:01,2026-08-06 11:43:01,
104,0,7288,Superior City View,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/e378a5e4bbdd8e016ebc85f70ce193b5.jpg,,,2026-08-06 11:43:03,2026-08-06 11:43:03,
105,0,7288,Superior Twin Room,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/e378a5e4bbdd8e016ebc85f70ce193b5.jpg,,,2026-08-06 11:43:04,2026-08-06 11:43:04,
106,0,7288,Suite,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/544ea062b9a17a728757605ede659b9d.jpg,,,2026-08-06 11:43:05,2026-08-06 11:43:05,
107,0,7442,Standard Double Room,,25,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/824d758a60e71e025be7c66c2a466588.jpg,,,2026-08-06 11:44:16,2026-08-06 11:44:16,
108,0,7442,Superior Double Room,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/c7049d30bc1382c1b8efef21d0525faf.jpg,,,2026-08-06 11:44:17,2026-08-06 11:44:17,
109,0,7442,Executive Suite,,2,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/ebc8f07c3c573ae300ebc6ff53dad1a1.jpg,,,2026-08-06 11:44:18,2026-08-06 11:44:18,
110,0,7442,Standard Apartment,,15,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/d4760d780f8afa315552b9df65074f79.jpg,,,2026-08-06 11:44:19,2026-08-06 11:44:19,
111,0,7442,Superior Apartment,,15,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/d4760d780f8afa315552b9df65074f79.jpg,,,2026-08-06 11:44:20,2026-08-06 11:44:20,
112,0,7442,Standard Triple Room,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/d4760d780f8afa315552b9df65074f79.jpg,,,2026-08-06 11:44:21,2026-08-06 11:44:21,
113,0,7674,Premium Triple Apartment,,15,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/2014a2590b819521092ab6991e9e19a0.jpg,,,2026-08-06 11:45:49,2026-08-06 11:45:49,
114,0,7674,Deluxe Apartment,,15,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/252828db37a25a2945f99ab8ab38771f.jpg,,,2026-08-06 11:45:50,2026-08-06 11:45:50,
115,0,7674,Premium Family Apartment,,15,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/b0126afa69bbb895ad74ea2d442bf783.jpg,,,2026-08-06 11:45:51,2026-08-06 11:45:51,
116,0,7674,Duplex Apartment,,15,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/0f5fc6df26e7250f4f20f9d0d3f97ffe.jpg,,,2026-08-06 11:45:53,2026-08-06 11:45:53,
117,0,7674,Superior Family Apartment,,15,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/da231a18ba2776ac7ab6b84a753b7f66.jpg,,,2026-08-06 11:45:54,2026-08-06 11:45:54,
118,0,7674,Premium Double Room,,22,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/9e8bc32e76220d75a3fb8810dd315915.jpg,,,2026-08-06 11:45:55,2026-08-06 11:45:55,
119,0,7674,Premium Triple Room,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/feb7ecf67b20086f2a2c2e8b47780e17.jpg,,,2026-08-06 11:45:56,2026-08-06 11:45:56,
120,0,7088,Double Standard,,25,,,,2026-08-06 12:34:43,2026-08-06 12:34:43,
121,0,7088,Twin Room Superior,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/06873139eb5038d8cd38e8abe5e9fbf3.jpg,,,2026-08-06 12:34:43,2026-08-06 12:34:43,
122,0,7088,Double Room Superior,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/d3162c707cd88e8c909f7a0bcc72de89.jpg,,,2026-08-06 12:34:45,2026-08-06 12:34:45,
123,0,7088,Quadruple Superior,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/d3162c707cd88e8c909f7a0bcc72de89.jpg,,,2026-08-06 12:34:46,2026-08-06 12:34:46,
124,0,7088,"Standard Room, 1 Queen Bed",,25,,,,2026-08-06 12:34:48,2026-08-06 12:34:48,
125,0,7088,Twin Superior,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/06873139eb5038d8cd38e8abe5e9fbf3.jpg,,,2026-08-06 12:34:48,2026-08-06 12:34:48,
126,0,7088,1 King Bed Non Smoking,,26,,,,2026-08-06 12:34:50,2026-08-06 12:34:50,
127,0,7088,Superior Room (Twin),,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/06873139eb5038d8cd38e8abe5e9fbf3.jpg,,,2026-08-06 12:34:50,2026-08-06 12:34:50,
128,0,7088,Family Room,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/06873139eb5038d8cd38e8abe5e9fbf3.jpg,,,2026-08-06 12:34:52,2026-08-06 12:34:52,
129,0,7088,"Superior Room, 1 King Bed",,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/6bb04592b29ea9d5f7272e4149ca097b.jpg,,,2026-08-06 12:34:53,2026-08-06 12:34:53,
130,0,7088,"Room, 2 Queen Beds, Accessible",,18,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/06873139eb5038d8cd38e8abe5e9fbf3.jpg,,,2026-08-06 12:34:54,2026-08-06 12:34:54,
131,0,7088,Room Standard,,25,,,,2026-08-06 12:34:56,2026-08-06 12:34:56,
132,0,7088,Room Superior,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/6bb04592b29ea9d5f7272e4149ca097b.jpg,,,2026-08-06 12:34:56,2026-08-06 12:34:56,
133,0,7088,Single Standard,,25,,,,2026-08-06 12:34:57,2026-08-06 12:34:57,
134,0,7088,Triple Room Superior,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/d3162c707cd88e8c909f7a0bcc72de89.jpg,,,2026-08-06 12:34:58,2026-08-06 12:34:58,
135,0,7088,Superior King Room,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/6bb04592b29ea9d5f7272e4149ca097b.jpg,,,2026-08-06 12:34:59,2026-08-06 12:34:59,
136,0,7088,Mobility Accessible Queen Room,,18,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/06873139eb5038d8cd38e8abe5e9fbf3.jpg,,,2026-08-06 12:35:01,2026-08-06 12:35:01,
137,0,7088,Superior Twin Room,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/06873139eb5038d8cd38e8abe5e9fbf3.jpg,,,2026-08-06 12:35:02,2026-08-06 12:35:02,
138,0,7088,Superior Triple Room,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/d3162c707cd88e8c909f7a0bcc72de89.jpg,,,2026-08-06 12:35:03,2026-08-06 12:35:03,
139,0,7088,Double Queen Size Bed,,26,,,,2026-08-06 12:35:05,2026-08-06 12:35:05,
140,0,7088,Family Room Standard,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/06873139eb5038d8cd38e8abe5e9fbf3.jpg,,,2026-08-06 12:35:05,2026-08-06 12:35:05,
141,0,7088,Double Or Twin Superior With Double Bed,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/06873139eb5038d8cd38e8abe5e9fbf3.jpg,,,2026-08-06 12:35:06,2026-08-06 12:35:06,
142,0,7088,Room Run Of House,,25,,,,2026-08-06 12:35:08,2026-08-06 12:35:08,
143,0,7088,Triple Superior,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/d3162c707cd88e8c909f7a0bcc72de89.jpg,,,2026-08-06 12:35:08,2026-08-06 12:35:08,
144,0,7088,Habitaci&#Xf3;N Est&#Xe1;Ndar / Standard,,25,,,,2026-08-06 12:35:09,2026-08-06 12:35:09,
145,0,7088,Habitaci&#Xf3;N Familiar,,26,,,,2026-08-06 12:35:09,2026-08-06 12:35:09,
146,0,7088,Habitaci&#Xf3;N Superior Matrimonial,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/6bb04592b29ea9d5f7272e4149ca097b.jpg,,,2026-08-06 12:35:10,2026-08-06 12:35:10,
147,0,7088,Habitaci&#Xf3;N Superior Twin,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/06873139eb5038d8cd38e8abe5e9fbf3.jpg,,,2026-08-06 12:35:11,2026-08-06 12:35:11,
148,0,7088,S T A N D A R D,,26,,,,2026-08-06 12:35:12,2026-08-06 12:35:12,
149,0,7088,Standard Room,,25,,,,2026-08-06 12:35:12,2026-08-06 12:35:12,
150,0,7088,Superior Twin,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/06873139eb5038d8cd38e8abe5e9fbf3.jpg,,,2026-08-06 12:35:13,2026-08-06 12:35:13,
151,0,7088,S U P E R I O R,,26,,,,2026-08-06 12:35:14,2026-08-06 12:35:14,
152,0,7088,Superior,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/6bb04592b29ea9d5f7272e4149ca097b.jpg,,,2026-08-06 12:35:14,2026-08-06 12:35:14,
153,0,7088,Habitaci&#Xf3;N Superior Triple,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/d3162c707cd88e8c909f7a0bcc72de89.jpg,,,2026-08-06 12:35:16,2026-08-06 12:35:16,
154,0,7088,Triple Room,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/d3162c707cd88e8c909f7a0bcc72de89.jpg,,,2026-08-06 12:35:17,2026-08-06 12:35:17,
155,0,7088,T R I P L E,,26,,,,2026-08-06 12:35:18,2026-08-06 12:35:18,
156,0,7088,Habitación Superior Triple,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/d3162c707cd88e8c909f7a0bcc72de89.jpg,,,2026-08-06 12:35:19,2026-08-06 12:35:19,
157,0,7088,Queen Room Mobility Accessible,,18,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/06873139eb5038d8cd38e8abe5e9fbf3.jpg,,,2026-08-06 12:35:20,2026-08-06 12:35:20,
158,0,7169,Standard Room,,25,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/ee55c13fc8d35968260470769c779705.jpg,,,2026-08-06 12:35:55,2026-08-06 12:35:55,
159,0,7169,Standard Double Room,,25,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/a1240b2e4662a994703b993ce6260f19.jpg,,,2026-08-06 12:35:55,2026-08-06 12:35:55,
160,0,7169,Family Room,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/165dd6ef687e35cbbbc02b095990d3b6.jpg,,,2026-08-06 12:35:57,2026-08-06 12:35:57,
161,0,7169,Superior Double Room,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/35d5c29a889e0aa91c793d558a6c3839.jpg,,,2026-08-06 12:35:58,2026-08-06 12:35:58,
162,0,7169,Superior Family Room,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/3795ab080e8635c9da2c7b0708dad5b2.jpg,,,2026-08-06 12:35:59,2026-08-06 12:35:59,
163,0,7169,Executive Triple Room,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/f6e64b60712a7dadadd68665a47a2346.jpg,,,2026-08-06 12:36:01,2026-08-06 12:36:01,
164,0,7169,Suite,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/e41772c04e52852d38a49c55c160f080.jpg,,,2026-08-06 12:36:01,2026-08-06 12:36:01,
165,0,7169,Quadruple Room,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/6abc7b8dc3645894cbb7af57ad79237c.jpg,,,2026-08-06 12:36:03,2026-08-06 12:36:03,
166,0,7169,Pet Family,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/172ca112bbe5dad3913b4107c4759b03.jpg,,,2026-08-06 12:36:03,2026-08-06 12:36:03,
167,0,7079,Twin Room,,26,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/66727bb4cb84be82725215cd3ee3391a.jpg,,,2026-08-06 12:36:23,2026-08-06 12:36:23,
168,0,7079,Double Room,,26,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/3c15ce4dbcec11b38b4e61c2ec347c74.jpg,,,2026-08-06 12:36:24,2026-08-06 12:36:24,
169,0,7079,Single Room,,26,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/3c15ce4dbcec11b38b4e61c2ec347c74.jpg,,,2026-08-06 12:36:25,2026-08-06 12:36:25,
170,0,7457,Standard Double or Twin Room,,25,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/5832db18c59f2e375082a6774433fa3c.jpg,,,2026-08-06 12:37:01,2026-08-06 12:37:01,
171,0,7457,Superior Double or Twin Room,,24,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/90a3ad6333dafc103ae4f3ade2302d09.jpg,,,2026-08-06 12:37:02,2026-08-06 12:37:02,
172,0,7457,Deluxe Double or Twin Room,,23,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/3a0631b3675ad09efd8674a2763b3ea9.jpg,,,2026-08-06 12:37:04,2026-08-06 12:37:04,
173,0,7457,Deluxe Double or Twin Room with Balcony,,23,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/5776d21143fdfcc08550866ca49aa9a9.jpg,,,2026-08-06 12:37:05,2026-08-06 12:37:05,
174,0,7457,Suite,,8,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/fd8c14cf321a574856dd7235392a9890.jpg,,,2026-08-06 12:37:06,2026-08-06 12:37:06,
175,0,7457,Deluxe Triple Room,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/8da1e2fc381607de82589b2ca9d9566b.jpg,,,2026-08-06 12:37:08,2026-08-06 12:37:08,
176,0,7457,Quadruple Room,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/90a3ad6333dafc103ae4f3ade2302d09.jpg,,,2026-08-06 12:37:09,2026-08-06 12:37:09,
177,0,7271,Standard Double Room,,25,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/91a40d5d884a444b770bf207c75e1dc9.jpg,,,2026-08-06 12:37:44,2026-08-06 12:37:44,
178,0,7271,Deluxe Double or Twin Room,,23,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/9ef937716c57d91488692f093bf8459b.jpg,,,2026-08-06 12:37:45,2026-08-06 12:37:45,
179,0,7271,Standard Triple Room,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/ec5c6cfb881c0d0f7af81a4e079a2462.jpg,,,2026-08-06 12:37:47,2026-08-06 12:37:47,
180,0,7271,Quadruple Room,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/ee3a94558768238f91eeb87dc69e80f8.jpg,,,2026-08-06 12:37:48,2026-08-06 12:37:48,
181,0,7271,Two Connecting Rooms,,26,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/2aa47576272457a0e68fb8bc13ac769e.jpg,,,2026-08-06 12:37:50,2026-08-06 12:37:50,
182,0,7271,Standard Room,,25,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/5eda0d81942675428c34052645a63f51.jpg,,,2026-08-06 12:37:51,2026-08-06 12:37:51,
183,0,7271,Family Room with Private Bathroom,,19,https://cdn.bookmepk.com/sky/assets/images/hotels/rooms/395e4830f2b7e73a70fa846df65b3dff.jpg,,,2026-08-06 12:37:51,2026-08-06 12:37:51,
184,,644,Double Double Superior,,,,,,2026-08-06 15:51:16,2026-08-06 15:51:16,
